Date,BTC,ETH,SOL,BNB
2025-08-02,-0.006999393518263508,-0.027412478154400954,-0.026977848597844134,-0.02712694803899318
2025-08-03,0.015025363723748075,0.030841709681774132,0.02190742208301799,0.020246552903399273
2025-08-04,0.007478798363486527,0.06336371438852972,0.046128367182560304,0.023282353012833434
2025-08-05,-0.008085706753543476,-0.028794587423448093,-0.03145481750679646,-0.018474612912872335
2025-08-06,0.007767158415357134,0.01993999056395901,0.02485916231612806,0.019867266400856565
2025-08-07,0.021463456180234486,0.06254349511267532,0.043464607793902266,0.023833944585139433
2025-08-08,-0.0068782400705657,0.02440342244929994,0.00728187271408931,0.006652181397448276
2025-08-09,-0.0016142706587778388,0.06328174749903215,0.019342546272953065,0.00711731042698327
2025-08-10,0.02408918266480664,-0.0022003353011864624,0.01509955176090294,0.008493124589785461
2025-08-11,-0.004822128356753663,-0.006405637420032861,-0.043330075286575176,0.0010631327569325943
2025-08-12,0.012140515376580119,0.08610382463415012,0.09646373275908826,0.03247225565441125
2025-08-13,0.026388279596092357,0.036016942392504525,0.05073364844507844,0.019304124691527313
2025-08-14,-0.040411222672351976,-0.04375468965602913,-0.04466715563720203,-0.009510567352973398
2025-08-15,-0.008121240187970669,-0.023784910750758614,-0.03554099323897597,-0.016222240786690878
2025-08-16,0.0007921746665282559,-0.0031100515039045318,0.021673922360448294,0.014636824637130008
2025-08-17,-0.00032588834829794244,0.010639266076744924,0.007366018122360041,0.020258424928693897
2025-08-18,-0.01022323279139703,-0.03593937951766457,-0.04234542325308599,-0.01049161068827098
2025-08-19,-0.029428514056440758,-0.055429681352263005,-0.03800513883240797,-0.028146667103617462
2025-08-20,0.012794003430595335,0.06408215951312646,0.06515178794378018,0.05529364787156643
2025-08-21,-0.01623902974513114,-0.025675513855549226,-0.03894569686999538,-0.03459085840567133
2025-08-22,0.03962900798880531,0.14399915644733907,0.11297287968696401,0.07119284461270925
2025-08-23,-0.012832252765613172,-0.011437448418844975,0.016393387768827816,-0.02083769933588775
2025-08-24,-0.016605933647771742,0.0007447783980119027,0.009393276478208534,-0.004506516409689798
2025-08-25,-0.029385900493979156,-0.08508151935728459,-0.09022936545887283,-0.04098741662253169
2025-08-26,0.015240086898922645,0.05200997021062914,0.04606321923366474,0.027921138665508494
2025-08-27,-0.005193022862549412,-0.021092323933093016,0.03582489876808137,-0.00924491661390947
2025-08-28,0.01189280397942638,0.0008404036496352241,0.05658426265374894,0.021877879369928133
2025-08-29,-0.036731759955323295,-0.032620169651272346,-0.042842335876967286,-0.012682877863586017
2025-08-30,0.003664157476186425,0.0032110086092389523,-0.011499187541238243,-0.0010107521088739135
2025-08-31,-0.00525107534173741,0.0036271528440883216,-0.009842235691641776,-0.0053191071498207565
2025-09-01,0.009367272930950854,-0.017209225605980594,-0.018695295497277997,-0.013977901692486472
2025-09-02,0.017848801737061493,0.002525340834435452,0.06277359763648183,0.00703563814103858
2025-09-03,0.004699840343410866,0.028904708992612438,0.006037622822225863,0.004087415458172261
2025-09-04,-0.008947195185422974,-0.03407455260068215,-0.03884351195057445,-0.013394554599587827
2025-09-05,-0.0006558419928113235,0.00191791570666755,0.004632397297051449,0.007319563557496522
2025-09-06,-0.0038525555367432407,-0.007603126867408605,-0.015981504563535864,0.013874275997662
2025-09-07,0.008554542812086785,0.007277423081211376,0.03107112502287901,0.021863022135557353
2025-09-08,0.008130177859939192,0.0006328430576436617,0.03738210769132655,-0.002653943411558224
2025-09-09,-0.004826232823193166,0.00022498189944109015,0.014306628519646702,0.001980100590194045
2025-09-10,0.02174124101370767,0.009307056372314992,0.031006674443649462,0.015399253968916726
2025-09-11,0.013620945043858246,0.025772278613875654,0.021292636672582965,0.010538384222341213
2025-09-12,0.005142859655061782,0.05693777317310178,0.05922071217098179,0.024416135235313163
2025-09-13,-0.0013011908618274504,-0.009981749693273922,0.0012076509793579326,0.009587743966743112
2025-09-14,-0.004681752350561785,-0.012549223717087221,-0.00840165887098776,-0.007129201650191486
2025-09-15,0.0003224981011604733,-0.0179576071325368,-0.02577400118704576,-0.007842059283061364
2025-09-16,0.012112382641498831,-0.005137349788500112,0.01123078364490282,0.03885166066114354
2025-09-17,-0.0032066883445814875,0.019799637873646025,0.03319924109618544,0.03620038963124883
2025-09-18,0.005741425944741474,-0.0006128056825500661,0.01135223093095794,-0.008557472357103024
2025-09-19,-0.012364506846338497,-0.025926809284188335,-0.03668442956367335,0.0023312256300171974
2025-09-20,0.0002861257573012477,0.002538323308692858,0.004358699969744917,0.059470205978222834
2025-09-21,-0.003593675600818802,-0.006901983511407805,-0.012592334969204089,0.005775874886874366
2025-09-22,-0.02218083931492132,-0.055815163176552995,-0.06796567306335977,-0.05307503768017685
2025-09-23,-0.00651013327573835,-0.008892368544476281,-0.0307449142604852,0.024174743210349847
2025-09-24,0.011731809832655538,-0.0028891265593804505,-0.00917588004207004,0.00179735116205193
2025-09-25,-0.03776048156409062,-0.0686499014554498,-0.09149901229731994,-0.07178129401035882
2025-09-26,0.0060847628462732395,0.043314242191835106,0.06742766777502229,0.016083438768105474
2025-09-27,-0.0002814877077529365,-0.004269131498844225,-0.008615554260166025,0.00818545586707331
2025-09-28,0.02225248016477188,0.03056203169493088,0.035142459880751264,0.025316128726599274
2025-09-29,0.02031473906432546,0.018318402441761972,0.010988342621039537,0.03767751256230456
2025-09-30,-0.003009577997342028,-0.016926367551390986,-0.020231018885502383,-0.021593927970144366
2025-10-01,0.04026829179914837,0.04948308905476795,0.06195535748811665,0.017534535056693334
2025-10-02,0.017128920845327356,0.03144288491246505,0.059460687305329385,0.0628444565411086
2025-10-03,0.013136036748664148,0.006004285806920251,-0.007898019566542236,0.09101262041460823
2025-10-04,0.001299606980548873,-0.005686395488865736,-0.021453741669049897,-0.03308751077292482
2025-10-05,0.008887425412982486,0.005841932173111797,0.002622734821097872,0.013019870166274039
2025-10-06,0.010031736794915869,0.0381688799649984,0.01712519777583288,0.04980874532703283
2025-10-07,-0.026461574802715715,-0.05047593076900958,-0.05175266769220532,0.07080307467115521
2025-10-08,0.01567280940669602,0.017185685016793073,0.03908923146768184,-0.002759083060940526
2025-10-09,-0.013370216251727518,-0.03500810935589638,-0.03539980380138319,-0.038809708303569335
2025-10-10,-0.06976852117831744,-0.12042057191289324,-0.1462828744383624,-0.11863458685320427
2025-10-11,-0.02125599811033263,-0.02404293663335999,-0.05623597016404114,0.027374487922147583
2025-10-12,0.03936437283871608,0.11033298280456205,0.10926099828279434,0.14590051435513152
2025-10-13,0.000879679657679322,0.01946006611990403,0.05497863089388688,-0.007400748112178834
2025-10-14,-0.01867262888064536,-0.028278547964407763,-0.028348747934815455,-0.06372154822896237
2025-10-15,-0.02064646024028005,-0.03343972264134598,-0.04167965173903998,-0.039931736245318095
2025-10-16,-0.023443318504017374,-0.023249158708877005,-0.048102394125178916,-0.014506385507851105
2025-10-17,-0.01588236351834038,-0.015969057439913503,-0.014370971040026714,-0.06446209868726704
2025-10-18,0.006861009972426446,0.015078008181977465,0.030903452789611707,0.0197669629213435
2025-10-19,0.013698405510000455,0.024240379173758653,0.0007348860694855741,0.015119197374011906
2025-10-20,0.01768912239467313,-0.0009760969295927735,0.010396632374146453,-0.007766570349988511
2025-10-21,-0.019098105646452646,-0.02612468149719649,-0.021525069357886673,-0.03961741469996827
2025-10-22,-0.007267028792566799,-0.017705963754152787,-0.029720759461941637,0.01381405848992312
2025-10-23,0.022111355667553845,0.01257944172448533,0.06239389039036136,0.05179341389537506
2025-10-24,0.008759859251149305,0.0203683813713873,0.01134840309461449,-0.016339799230882357
2025-10-25,0.005474045023684315,0.004804483597282472,0.0024806145573375016,0.006845366561356148
2025-10-26,0.025355383127430242,0.051731330083082616,0.03086084914006304,0.018666547738038775
2025-10-27,-0.0030847352525406047,-0.009107091228975794,-0.006433634224105478,0.001897927613703887
2025-10-28,-0.01019252462848308,-0.03346008122768285,-0.021630686285642464,-0.03211346843816598
2025-10-29,-0.025681284408657135,-0.01981522433432381,-0.00016416852448364327,0.0036428171325717518
2025-10-30,-0.015898895718551742,-0.025357117972616416,-0.05033902206835916,-0.025788317863451815
2025-10-31,0.011547120379193476,0.01122525392067275,0.014001682377173585,0.009590102291934688
2025-11-01,0.004635536182247879,0.007046295825625215,-0.004430448872602133,0.005222334557412056
2025-11-02,0.005229768982454308,0.009518186585722344,0.007757927130337405,-0.009393452440029426
2025-11-03,-0.03698585893164408,-0.0789440386423853,-0.11572028544450275,-0.08468080201047479
2025-11-04,-0.046523840630681046,-0.08598199640611282,-0.06434746419817505,-0.055053100229373264
2025-11-05,0.02265282648549194,0.040271429297028094,0.046092283540983825,0.023518455116776193
2025-11-06,-0.02493503798083263,-0.03296574838976807,-0.04613602679950024,-0.011219914650697715
2025-11-07,0.020445121741957006,0.037147836870148554,0.04283505864756365,0.04358695531256318
2025-11-08,-0.010547196317199026,-0.01016651774327515,-0.022297370553837736,-0.0003327950035768579
2025-11-09,0.02383137448193029,0.053595650182295396,0.04017225075438602,0.006419885737066977
2025-11-10,0.012194017448672767,-0.003952797579624412,0.0177141633976321,-0.004676149457458423
2025-11-11,-0.028294541304540788,-0.04292544572498369,-0.07647072123570597,-0.03392808048826168
2025-11-12,-0.012954505253314763,-0.0006406464052173266,-0.008451211723046526,-0.005484124878202379
2025-11-13,-0.01933536967351135,-0.05283685290035778,-0.05320015638905751,-0.02619474521913623
2025-11-14,-0.053157837862490065,-0.039895183075048135,-0.04432456146162034,-0.013724919954573145
2025-11-15,0.012196889211437911,0.02024808099609965,0.006191360109855326,0.018455662805547002
2025-11-16,-0.01435983820826503,-0.023300450051277788,-0.016264499437316893,-0.005303605086977248
2025-11-17,-0.02212006537551514,-0.02208598894421776,-0.04675212906577886,-0.02240525775311042
2025-11-18,0.009284005043766586,0.03254717213392322,0.07540122342474964,0.02868223181985652
2025-11-19,-0.015953746750565823,-0.031991314382848524,-0.028052806712053013,-0.039531762150693095
2025-11-20,-0.05285126891851111,-0.0632777812683677,-0.02376160012334938,-0.032687778305777404
2025-11-21,-0.017790340109098413,-0.023334590055091975,-0.03757305563999824,-0.041859979493000576
2025-11-22,-0.0051983141515926645,0.0006899532357182991,-0.00738754049352075,0.003942202983674203
2025-11-23,0.025477734635657168,0.012309767363083646,0.024726243093608602,0.011848209676786237
